#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-9464389.752053,1358871.240104,72309711.589397,44.107888,-0.581764,0.995753,0.792570,0.422712,0.727264,0.884466,0.630394,0.365885,0.178474,0.469030,0.777110,0.789950,0.681257,0.241526,0.281182,0.147604,0.466561,0.058683,0.555972,0.041061,0.515766,0.584542,0.840059,0.125085,0.145394,0.041014,0.142729,0.862822,0.874487,0.437483,0.308764,0.321289,0.075820,8.766796,18.833596,0.454441,0.223175,0.644503,0.731279,0.511833,0.533062,0.532001,0.649500,0.441089,0.422866,0.406388,35.892112,0.000726,0.000369,5.591172,0.004263,0.004291,0.000641,0.002208,9464389.752053,0.000000
-15261496.454829,1366406.515819,78941456.612861,55.323537,-0.513319,0.733035,0.696022,0.343180,0.761142,0.884466,0.652858,0.357199,0.333395,0.431955,0.777698,0.790971,0.669291,0.464339,0.281182,0.116435,0.540437,0.065955,0.417568,0.029357,0.825741,0.450958,0.592352,0.801411,0.219337,0.232848,0.595849,0.833019,0.564680,0.439880,0.312305,0.161643,0.367463,8.913931,13.288192,0.073697,0.131157,0.620890,0.777345,0.520318,0.675169,0.719942,0.914892,0.401494,0.489373,0.031285,24.676463,0.000677,0.000234,2.989520,0.003595,0.003629,0.000306,0.002543,15261496.454829,0.000000
-6111946.462639,1473516.284583,47837174.619057,34.444217,-0.983281,0.936882,0.684931,0.616707,0.171116,0.467597,0.908441,0.830240,0.220837,0.875951,0.265146,0.791108,0.353195,0.240347,0.499105,0.190942,0.854149,0.830058,0.660891,0.038429,0.802600,0.405904,0.779755,0.516573,0.013354,0.065834,0.000390,0.962825,0.519172,0.586093,0.318798,0.384457,0.364389,9.594436,18.082597,0.574725,0.212930,0.755236,0.729353,0.651884,0.639716,0.897021,0.876071,0.625918,0.426387,0.029858,45.555783,0.001674,0.001925,9.046558,0.004466,0.004485,0.000862,0.001987,6111946.462639,0.000000
-18064891.257030,1776771.384552,91966295.868823,44.849027,-0.915716,0.979330,0.809958,0.845836,0.712838,0.875540,0.428525,0.365785,0.353867,0.446410,0.598893,0.790971,0.626094,0.381516,0.572102,0.133097,0.614503,0.116657,0.074468,0.011957,0.516283,0.130465,0.766366,0.104168,0.013181,0.589589,0.665179,0.958624,0.663914,0.439880,0.312123,0.335591,0.224783,11.174286,2.342063,0.188736,0.179877,0.597781,0.780558,0.522681,0.627157,0.744736,0.913680,0.599770,0.484483,0.238959,35.150973,0.002673,0.000088,4.772405,0.003491,0.003524,0.000388,0.002461,18064891.257030,0.000000
-16329562.834927,1474747.586176,83676601.510004,55.713754,-0.483907,0.855097,0.824897,0.618991,0.712838,0.884466,0.590315,0.743371,0.214635,0.464645,0.777057,0.787847,0.676501,0.464339,0.290171,0.146272,0.473400,0.730977,0.422177,0.057412,0.512019,0.460027,0.840059,0.799456,0.223187,0.232726,0.499892,0.833019,0.623988,0.450840,0.308745,0.161071,0.371784,9.529373,13.131683,0.253960,0.114955,0.603071,0.735379,0.495142,0.636583,0.663363,0.882819,0.383630,0.513823,0.026291,24.286246,0.000793,0.000590,6.205162,0.004371,0.004385,0.000643,0.002206,16329562.834927,0.000000
-9969204.205969,1449364.221943,72739544.668925,39.890365,-0.223112,0.908336,0.810149,0.930844,0.135928,0.313188,0.518751,0.369237,0.363160,0.308245,0.455387,0.330178,0.671584,0.427369,0.594226,0.305955,0.821981,0.045922,0.367656,0.054798,0.044274,0.217711,0.824008,0.858855,0.088403,0.048117,0.746596,0.771404,0.378092,0.664190,0.302185,0.305822,0.410888,9.678189,18.626376,0.619839,0.171289,0.606007,0.784674,0.522419,0.671265,0.761821,0.919601,0.199975,0.433624,0.037823,40.109635,0.004132,0.000055,2.418525,0.003476,0.003484,0.000290,0.002559,9969204.205969,0.000000
-5965181.917627,1469744.117704,46364833.273914,34.104202,-0.982659,0.936882,0.641394,0.616707,0.171116,0.467597,0.908441,0.837977,0.221597,0.875951,0.265146,0.791108,0.353195,0.253029,0.499105,0.190990,0.879779,0.830058,0.660891,0.038429,0.802600,0.193722,0.178058,0.516573,0.010408,0.065631,0.000390,0.962626,0.519172,0.586093,0.318798,0.384457,0.364389,12.972178,18.575648,0.520548,0.214741,0.760272,0.732603,0.655981,0.642546,0.900819,0.878747,0.625686,0.426452,0.029858,45.895798,0.001854,0.001925,7.960788,0.004337,0.004362,0.000849,0.002000,5965181.917627,0.000000
-18110277.044810,1528404.935838,85314135.268553,57.840894,-0.509480,0.980777,0.813883,0.422710,0.712838,0.884466,0.628352,0.426221,0.213959,0.464645,0.777110,0.803230,0.676505,0.924198,0.281182,0.146272,0.467140,0.171850,0.135218,0.029357,0.513123,0.626137,0.148413,0.104016,0.221484,0.316540,0.976528,0.832586,0.658168,0.864748,0.312012,0.302429,0.202985,11.052013,11.149529,0.108144,0.156699,0.594183,0.755286,0.515953,0.650216,0.749374,0.898997,0.399192,0.528080,0.351226,22.159106,0.000748,0.000230,7.377802,0.004314,0.004330,0.000740,0.002109,18110277.044810,0.000000
-18077233.758943,1525976.939741,85117392.491955,57.840894,-0.509480,0.980777,0.813883,0.422710,0.688859,0.884466,0.628352,0.426221,0.213959,0.464645,0.777110,0.803230,0.676505,0.924198,0.281182,0.146272,0.467140,0.171850,0.135218,0.029357,0.513123,0.626137,0.148413,0.104016,0.221484,0.316540,0.976528,0.832586,0.658168,0.864748,0.312012,0.302429,0.202985,11.107048,11.145845,0.113653,0.157252,0.594884,0.755077,0.516632,0.650139,0.750156,0.898844,0.399192,0.528080,0.351226,22.159106,0.000788,0.000241,7.386013,0.004337,0.004352,0.000751,0.002098,18077233.758943,0.000000
-13502887.865827,1400961.884679,78611460.761691,49.023728,-0.480219,0.859080,0.823592,0.638566,0.714763,0.883745,0.960605,0.740375,0.214635,0.464645,0.777057,0.597360,0.681155,0.458753,0.305408,0.160886,0.559893,0.730977,0.422177,0.153694,0.432356,0.591266,0.823894,0.799456,0.219181,0.015295,0.478880,0.832657,0.898801,0.667629,0.308445,0.161071,0.406283,9.203005,19.682083,0.438657,0.158436,0.616878,0.708067,0.539484,0.615666,0.725371,0.860057,0.381352,0.507212,0.049835,30.976272,0.000867,0.001954,12.379708,0.004408,0.004418,0.000797,0.002052,13502887.865827,0.000000
