#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-12862323.578050,1413204.537079,90843050.026383,46.553363,-0.333513,0.639643,0.779949,0.728070,0.613709,0.254331,0.447234,0.345434,0.374429,0.245105,0.629539,0.299389,0.540988,0.804157,0.166943,0.909453,0.323189,0.207139,0.013707,0.227869,0.925154,0.551683,0.567500,0.137264,0.189225,0.010284,0.460669,0.989533,0.976654,0.845174,0.449595,0.416591,0.171831,9.931991,20.015249,0.343313,0.298849,0.707080,0.845568,0.632758,0.747441,0.883829,0.946830,0.860757,0.548825,0.095920,33.446637,0.000368,0.000061,0.333513,0.003290,0.003301,0.000222,0.002627,12862323.578050,0.000000
-9783040.285492,1550538.556180,71993040.214285,37.006361,-1.909285,0.803978,0.860187,0.552788,0.890978,0.761243,0.515070,0.620681,0.431731,0.571548,0.500945,0.740765,0.483223,0.655130,0.022545,0.298837,0.928689,0.741474,0.006191,0.399674,0.227090,0.543182,0.669794,0.670730,0.026619,0.141362,0.405509,0.977017,0.826901,0.645146,0.445696,0.210504,0.280446,10.157583,15.941865,0.509040,0.226242,0.730983,0.835814,0.625766,0.732065,0.845190,0.945283,0.851814,0.524879,0.099141,42.993639,0.000013,0.000063,6.543151,0.004375,0.004374,0.000689,0.002160,9783040.285492,0.000000
-17006639.134555,1520161.269978,88082577.477584,54.504275,-1.854803,0.832107,0.829470,0.727333,0.968637,0.502621,0.794129,0.345352,0.367586,0.249756,0.261538,0.523573,0.551319,0.894988,0.303953,0.151340,0.261912,0.704866,0.021816,0.360070,0.973713,0.223788,0.091186,0.235745,0.253324,0.116161,0.577550,0.961569,0.826523,0.761291,0.444660,0.407645,0.212497,12.481831,17.280558,0.119124,0.224745,0.717063,0.832932,0.637187,0.733215,0.891057,0.948593,0.843516,0.547127,0.094809,25.495725,0.000535,0.000093,6.595376,0.003816,0.003827,0.000261,0.002588,17006639.134555,0.000000
-14907312.169616,1545139.909035,76975603.439311,47.696160,-1.440803,0.834044,0.851324,0.704023,0.632788,0.526145,0.327758,0.668410,0.408664,0.261842,0.626651,0.793932,0.294773,0.946011,0.517534,0.296145,0.617369,0.638676,0.207618,0.900469,0.159750,0.056149,0.618746,0.640981,0.155432,0.150087,0.209704,0.846072,0.882063,0.125943,0.437451,0.209285,0.292270,11.446262,15.778654,0.188632,0.166076,0.689968,0.802701,0.591589,0.610799,0.786883,0.935316,0.763262,0.294454,0.060681,32.303840,0.002327,0.003677,3.915356,0.004026,0.004010,0.000552,0.002297,14907312.169616,0.000000
-6778643.158864,1513540.211531,51133320.890048,33.742045,-1.334020,0.610770,0.945668,0.502016,0.641091,0.245854,0.300735,0.682091,0.389956,0.363545,0.204650,0.721740,0.962803,0.135236,0.862227,0.994033,0.945281,0.650921,0.022161,0.335327,0.979307,0.081966,0.463719,0.118814,0.018590,0.013533,0.192157,0.853851,0.449324,0.865328,0.440371,0.362873,0.327606,11.863536,19.924843,0.495987,0.218472,0.778519,0.818620,0.651096,0.697794,0.931668,0.952988,0.736584,0.434647,0.047523,46.257955,0.000833,0.000117,6.085928,0.004497,0.004521,0.000767,0.002082,6778643.158864,0.000000
-14791948.700622,1572054.027465,95824406.579751,45.781064,-0.199696,0.834044,0.851324,0.911609,0.632788,0.522329,0.389175,0.663871,0.395499,0.077708,0.596662,0.793932,0.298211,0.944857,0.517534,0.879894,0.650401,0.635197,0.207618,0.893755,0.159750,0.427031,0.308606,0.589410,0.156249,0.077619,0.157888,0.847234,0.466087,0.135632,0.437376,0.220462,0.297745,12.186842,18.243315,0.269497,0.121127,0.499287,0.793137,0.377254,0.602533,0.598522,0.931717,0.181021,0.439482,0.051397,34.218936,0.001770,0.002489,4.653922,0.004425,0.004411,0.000776,0.002073,14791948.700622,0.000000
-15128439.083190,1366119.448484,85937043.777779,52.626994,-0.461245,0.606383,0.779949,0.727570,0.613709,0.182432,0.447234,0.346125,0.374304,0.248000,0.629539,0.299389,0.540988,0.529494,0.166943,0.917760,0.334216,0.207139,0.110494,0.223722,0.678704,0.551683,0.567500,0.137264,0.269827,0.010284,0.225314,0.975669,0.957806,0.852819,0.446090,0.397379,0.171831,9.672915,20.049471,0.350688,0.265685,0.725029,0.848442,0.647807,0.750067,0.896521,0.945092,0.851543,0.558835,0.097696,27.373006,0.000368,0.001056,0.461245,0.003302,0.003315,0.000225,0.002624,15128439.083190,0.000000
-9725918.968587,1547737.751570,70984503.955738,36.987545,-1.948617,0.803978,0.860178,0.544351,0.893507,0.761243,0.515070,0.620681,0.375063,0.571548,0.500945,0.740765,0.483223,0.656771,0.022545,0.298837,0.930765,0.741474,0.006191,0.399674,0.232833,0.543041,0.567189,0.124462,0.026619,0.141362,0.405509,0.989681,0.826901,0.645146,0.445696,0.210504,0.280446,10.677591,16.021498,0.503359,0.229577,0.733943,0.837157,0.628596,0.732325,0.848138,0.945194,0.857529,0.524879,0.104558,43.012455,0.000013,0.000065,6.557114,0.004366,0.004366,0.000693,0.002156,9725918.968587,0.000000
-16104441.678178,1379176.440773,84631345.166181,61.905105,-1.802761,0.819161,0.802682,0.469720,0.643224,0.295808,0.377569,0.347324,0.390129,0.169414,0.491418,0.756117,0.535679,0.446902,0.969684,0.978364,0.284532,0.710208,0.199249,0.020699,0.196301,0.292838,0.070547,0.117334,0.360804,0.082871,0.432939,0.958926,0.858286,0.758766,0.437459,0.180767,0.319612,10.762317,18.305737,0.028071,0.166660,0.691397,0.859741,0.597623,0.759264,0.780784,0.955468,0.835157,0.559394,0.109747,18.094895,0.008227,0.000138,1.943568,0.004306,0.004310,0.000731,0.002118,16104441.678178,0.000000
-13010521.101708,1421646.242205,92199094.364111,46.493976,-1.969379,0.639643,0.781360,0.744266,0.613709,0.254331,0.447234,0.352318,0.399045,0.243596,0.629539,0.728197,0.540988,0.519184,0.171137,0.906881,0.319906,0.207139,0.013707,0.328426,0.923132,0.551683,0.567500,0.118631,0.188437,0.010284,0.461608,0.989533,0.995307,0.848385,0.449234,0.417193,0.171831,10.407752,20.020282,0.443045,0.299908,0.703196,0.845098,0.629311,0.746819,0.880913,0.945308,0.860457,0.543227,0.096709,33.506024,0.000384,0.000005,2.681905,0.004477,0.004491,0.000663,0.002186,13010521.101708,0.000000
