#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-13770702.513477,1847892.947586,88811127.132433,40.027057,-1.382156,0.792359,0.986711,0.774793,0.604664,0.631254,1.000000,0.424150,0.387514,0.087216,0.707563,0.583608,0.818240,1.000000,0.005165,0.583887,0.501862,0.878564,0.853358,0.439606,0.293736,0.338049,1.000000,0.000000,0.000000,0.407016,0.653338,0.957604,0.741198,0.239067,0.373936,0.271843,0.300886,9.716485,7.656352,0.296230,0.194862,0.660044,0.785803,0.581080,0.603252,0.831530,0.929913,0.748963,0.384843,0.104422,39.972943,0.000010,0.010451,13.420948,0.004032,0.004034,0.000408,0.002441,13770702.513477,0.000000
-7897432.777428,1498264.775878,53233764.548465,36.547570,-1.069596,0.886908,0.797564,0.358649,0.430432,0.826666,0.897855,0.933368,0.538808,0.319748,0.213929,0.247328,0.549187,0.318364,0.286517,0.562863,0.559616,0.515404,0.976358,0.447166,0.646868,0.566854,0.474138,0.592934,0.000000,0.231458,0.175548,1.000000,0.627068,0.363508,0.452232,0.240284,0.363216,10.260827,13.322693,0.212670,0.204872,0.728054,0.718763,0.601244,0.596579,0.865152,0.856475,0.656853,0.456155,0.002670,43.452430,0.001077,0.015527,4.816942,0.003310,0.003311,0.000170,0.002679,7897432.777428,0.000000
-16071020.388062,1417592.929481,73720030.462262,59.284129,-0.396316,0.719600,0.989837,0.681617,0.115213,0.607880,1.000000,0.486354,0.410266,0.226667,0.948093,0.344358,0.673613,0.832846,0.133254,0.193487,0.451703,0.966621,0.957294,0.152849,0.867604,0.423040,0.435951,0.357570,0.302333,0.139279,0.850138,0.664010,0.758510,0.487238,0.372891,0.094534,0.238532,11.718148,16.299481,0.430809,0.114346,0.660118,0.743117,0.570441,0.639515,0.615101,0.797738,0.327206,0.484619,0.130405,20.715871,0.001483,0.002826,10.979545,0.004357,0.004349,0.000683,0.002166,16071020.388062,0.000000
-16010241.849627,1899816.426941,79098425.380436,48.200808,-1.592682,0.716739,0.917548,0.942518,0.814573,0.339853,0.927056,0.734222,0.620978,0.023912,0.736279,0.964282,0.593428,0.552511,0.000000,0.910615,0.538226,0.450020,0.330906,0.923271,0.000000,0.000000,0.600466,0.194004,0.044072,0.601198,0.073326,0.949898,0.688637,0.131890,0.408680,0.349398,0.261573,12.344220,2.218379,0.160284,0.129933,0.684964,0.695152,0.450523,0.458441,0.855879,0.864334,0.796620,0.355944,0.169898,31.799192,0.000004,0.004144,13.557813,0.003962,0.003981,0.000090,0.002759,16010241.849627,0.000000
-16881040.928375,1458792.449397,79455591.522311,58.213399,-0.852684,0.757912,0.984116,0.705822,0.030698,0.505885,0.884077,0.282094,0.407824,0.234906,0.853331,0.332107,0.524674,0.719181,0.283444,0.227149,0.456856,0.919985,0.783847,0.277150,0.787271,0.364940,0.470258,0.393642,0.254951,0.229031,0.775282,0.738572,0.525199,0.424233,0.401667,0.217594,0.259903,11.654264,13.531413,0.393422,0.141044,0.673515,0.792340,0.587999,0.686565,0.857536,0.938053,0.573731,0.508469,0.093788,21.786601,0.003228,0.003447,9.802021,0.004197,0.004191,0.000667,0.002182,16881040.928375,0.000000
-11059357.953278,1595145.663692,88587528.461800,48.578766,-2.108013,0.755302,0.975882,0.594658,0.167068,0.765980,0.720172,0.666875,0.000000,0.156845,0.505804,0.358072,0.899009,0.618827,0.145835,0.397984,0.242262,0.812727,0.808487,0.000000,0.226194,1.000000,0.538817,0.000000,0.082871,0.446387,0.513396,0.959976,0.835805,0.536437,0.489357,0.380909,0.146280,11.250955,6.827843,0.378840,0.260476,0.726729,0.799165,0.625982,0.638431,0.850988,0.878350,0.878521,0.476722,0.003897,31.421234,0.001308,0.000315,6.793612,0.003798,0.003788,0.000291,0.002558,11059357.953278,0.000000
-16993815.064374,1941958.356342,97758684.413394,47.845373,-1.894830,0.787765,0.919244,1.000000,0.984024,0.000000,0.791175,0.135965,0.613388,0.000000,1.000000,0.907136,0.904308,0.383586,0.098043,0.805950,0.590668,0.756117,0.145932,0.424138,0.189686,0.151713,0.280167,0.425621,0.053249,0.544558,0.268146,0.955724,0.989364,0.231384,0.454428,0.379162,0.316235,13.731578,4.188184,0.286059,0.195257,0.694270,0.763870,0.574887,0.579172,0.875886,0.920946,0.849656,0.306432,0.054027,32.154627,0.000073,0.000915,12.087874,0.003977,0.003996,0.000333,0.002516,16993815.064374,0.000000
-16231764.509005,1497904.638516,75159682.988268,57.728334,-0.990472,0.835690,0.903857,0.703147,0.152551,0.565955,0.740610,0.472351,0.506955,0.123364,0.718718,0.562297,0.722141,0.727593,0.046397,0.467086,0.373581,0.681613,0.834086,0.534332,0.393346,0.499029,0.370569,0.350261,0.240486,0.254708,0.596052,0.777762,0.691610,0.616492,0.402336,0.144715,0.209925,12.140952,12.863021,0.290438,0.128668,0.698218,0.802132,0.565129,0.688480,0.727869,0.919719,0.628599,0.563655,0.110541,22.271666,0.000249,0.006836,8.412325,0.004401,0.004406,0.000743,0.002106,16231764.509005,0.000000
-15472924.226007,1802862.848006,68209550.146300,47.467701,-0.695818,0.811928,0.909579,0.761150,0.342822,0.585941,0.826168,0.714756,0.497879,0.387591,0.587487,0.933225,0.561231,0.900134,0.286785,0.774911,0.621450,0.201969,0.755914,0.922693,0.117346,0.383945,0.967268,0.427363,0.056103,0.508126,0.413418,0.898414,0.334261,0.311919,0.461496,0.235066,0.270145,10.288026,4.689987,0.162666,0.115945,0.692206,0.763208,0.508124,0.580063,0.847471,0.909759,0.501334,0.373524,0.032774,32.532299,0.002094,0.003564,12.572017,0.004374,0.004383,0.000538,0.002311,15472924.226007,0.000000
-16785455.519948,1609226.373848,72919109.996336,51.652033,-0.900845,0.741654,0.952993,0.709205,0.224622,0.618462,0.913084,0.656258,0.378463,0.317159,0.793743,0.646806,0.610741,0.922619,0.189790,0.513123,0.379198,0.544551,0.877957,0.495678,0.452019,0.503899,0.769364,0.304623,0.137015,0.363080,0.674670,0.759852,0.570178,0.432955,0.397966,0.144800,0.234111,10.663712,9.229985,0.247174,0.126609,0.698594,0.753754,0.552270,0.638605,0.779546,0.900336,0.593774,0.519372,0.112837,28.347967,0.001577,0.006680,12.224833,0.004429,0.004433,0.000528,0.002321,16785455.519948,0.000000
