#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-17482913.711914,1495331.317981,83018907.233119,67.602907,-1.274454,0.503453,0.817654,0.430242,0.456235,0.465713,0.581546,0.373370,0.236215,0.597975,0.663712,0.719589,0.821113,0.829453,0.284155,0.373273,0.821769,0.759712,0.292820,0.458938,0.847836,0.892479,0.290816,0.522942,0.331759,0.313802,0.987801,0.847046,0.871097,0.826469,0.410522,0.369246,0.284205,8.643700,11.139829,0.000939,0.183665,0.685238,0.810526,0.601253,0.705193,0.865014,0.946888,0.720416,0.581885,0.122798,12.397093,0.001437,0.012355,5.191651,0.004213,0.004188,0.000137,0.002712,17482913.711914,0.000000
-14097560.303225,1412093.650746,76500638.274074,57.854238,-1.003954,0.639014,0.959715,0.805411,0.124627,0.720059,0.920262,0.356350,0.344443,0.630546,0.686404,0.327802,0.405031,0.772910,0.815660,0.789668,0.821624,0.649803,0.318383,0.557509,0.361695,0.908058,0.692804,0.475487,0.329123,0.031405,0.986784,0.773691,0.352589,0.142394,0.406485,0.334401,0.279980,9.616831,19.338205,0.381602,0.148638,0.694786,0.814863,0.608325,0.652833,0.873956,0.949773,0.633572,0.422041,0.071307,22.145762,0.002693,0.008007,9.989080,0.004239,0.004236,0.000700,0.002149,14097560.303225,0.000000
-11817456.200821,1435449.419490,66632309.924734,48.957210,-0.385190,0.651829,0.968045,0.452234,0.557335,0.877193,0.899071,0.672603,0.357141,0.653222,0.117442,0.845729,0.744035,0.793402,0.860171,0.342184,0.689805,0.244724,0.338087,0.577920,0.752216,0.887910,0.853932,0.403084,0.211451,0.033013,0.809615,0.839747,0.350631,0.656913,0.294474,0.305548,0.377989,8.604742,19.124127,0.285961,0.139256,0.655455,0.717105,0.568137,0.619784,0.806009,0.863226,0.319679,0.398911,0.113508,31.042790,0.008933,0.007555,7.816101,0.004645,0.004618,0.000502,0.002347,11817456.200821,0.000000
-15494526.578361,1577002.050336,72292774.595881,60.697298,-0.400441,0.808704,0.977267,0.616999,0.384636,0.261847,0.943460,0.686338,0.322900,0.563998,0.701042,0.328647,0.679256,0.364154,0.818794,0.938290,0.604323,0.763355,0.561342,0.559603,0.956302,0.406296,0.896167,0.456627,0.224230,0.398690,0.135750,0.888444,0.704340,0.646871,0.278280,0.306243,0.265403,10.051457,8.097089,0.067319,0.129070,0.630598,0.669660,0.543774,0.576717,0.768326,0.809146,0.329975,0.525796,0.364291,19.302702,0.003512,0.016930,11.041776,0.003536,0.003535,0.000325,0.002524,15494526.578361,0.000000
-6393630.651967,1433593.561697,42743792.473119,36.785298,-0.245369,0.412340,0.733262,0.400590,0.104576,0.869836,0.972697,0.685644,0.404937,0.563023,0.116353,0.841310,0.999488,0.794569,0.468225,0.781282,0.839604,0.780621,0.980696,0.819683,0.760500,0.409371,0.296816,0.130482,0.054241,0.031263,0.807398,0.839499,0.986990,0.426481,0.278757,0.305521,0.287227,12.193655,19.527018,0.382938,0.231438,0.727483,0.696508,0.625533,0.600164,0.867817,0.838785,0.217584,0.382713,0.266356,43.214702,0.015243,0.048890,2.817154,0.004370,0.004362,0.000278,0.002571,6393630.651967,0.000000
-7222489.230275,1440251.456801,47425661.882043,40.548398,-1.523216,0.960975,0.798502,0.339792,0.206404,0.210559,0.834658,0.734739,0.227243,0.429134,0.238705,0.735155,0.318854,0.411917,0.265944,0.387481,0.817915,0.799246,0.857677,0.318820,0.354554,0.400821,0.336081,0.380737,0.067302,0.154849,0.982168,0.873644,0.714785,0.635473,0.436222,0.359263,0.067054,10.842978,15.747019,0.212613,0.276674,0.761169,0.792642,0.607884,0.632957,0.711061,0.754047,0.781990,0.535586,0.075367,39.451602,0.003134,0.009109,2.362916,0.003790,0.003813,0.000444,0.002405,7222489.230275,0.000000
-15797504.296574,1509282.786536,76529121.022589,63.247328,-1.275790,0.730957,0.936999,0.430242,0.456235,0.294185,0.867349,0.373370,0.234211,0.597975,0.666734,0.717626,0.821113,0.829453,0.284155,0.373273,0.821893,0.759712,0.292820,0.458938,0.848171,0.261329,0.263547,0.522942,0.330495,0.189932,0.987801,0.847676,0.871097,0.826469,0.410409,0.455676,0.286937,11.931834,14.901077,0.122365,0.194808,0.703925,0.790761,0.615494,0.687628,0.879380,0.936219,0.720790,0.581885,0.033144,16.752672,0.001437,0.012886,6.644076,0.004508,0.004515,0.000814,0.002035,15797504.296574,0.000000
-11986542.243682,1389881.160828,82098499.317935,49.320568,-0.574222,0.911514,0.967286,0.672586,0.368617,0.305158,0.581117,0.675848,0.098405,0.653777,0.328845,0.842929,0.445320,0.366385,0.253547,0.513172,0.856604,0.990712,0.303151,0.308004,0.591971,0.973373,0.862103,0.397482,0.213537,0.039989,0.808290,0.683235,0.702018,0.339095,0.393209,0.061192,0.252537,9.039995,18.907995,0.745947,0.140796,0.603585,0.776147,0.466583,0.640526,0.163263,0.682417,0.436857,0.441837,0.088080,30.679432,0.001532,0.006524,9.636917,0.004892,0.004891,0.000950,0.001899,11986542.243682,0.000000
-10189218.083467,1408658.776544,76860834.278412,45.041932,-0.782912,0.443696,0.931003,0.675962,0.466216,0.744229,0.017409,0.948692,0.123762,0.649591,0.759913,0.850482,0.353748,0.815825,0.233047,0.926116,0.330718,0.219576,0.658833,0.459508,0.846903,0.377087,0.342450,0.034257,0.154073,0.055643,0.970871,0.681315,0.872669,0.215760,0.421655,0.102968,0.282618,12.346660,18.837032,0.346629,0.188208,0.670748,0.770735,0.585657,0.668513,0.739246,0.831317,0.542927,0.333534,0.021958,34.958068,0.000974,0.002723,1.698737,0.004375,0.004372,0.000288,0.002561,10189218.083467,0.000000
-11059892.136278,1385679.111391,69309277.356332,49.320353,-0.580541,0.911514,0.797439,0.678458,0.349532,0.302799,0.128910,0.733449,0.375811,0.692068,0.328845,0.842929,0.673136,0.300672,0.263610,0.380792,0.808650,0.990712,0.653870,0.311300,0.591971,0.960133,0.861271,0.859636,0.213537,0.039989,0.803543,0.866349,0.702371,0.651427,0.393209,0.061192,0.249997,8.752556,18.906563,0.508489,0.153500,0.658097,0.811803,0.511268,0.634423,0.325216,0.667903,0.440404,0.533314,0.175627,30.679647,0.001754,0.009161,1.220814,0.004681,0.004692,0.000898,0.001951,11059892.136278,0.000000
