#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-9229195.708893,1423273.212547,57912254.445800,43.092393,-1.524759,0.608870,0.787713,0.385716,0.076342,0.364188,0.829004,0.705517,0.489526,0.032711,0.067709,0.592573,0.470105,0.375623,0.012157,0.877642,0.312806,0.262996,0.862069,0.721685,0.813633,0.044220,0.667843,0.002869,0.048571,0.341534,0.018359,0.903818,0.914462,0.861390,0.449645,0.256213,0.233982,11.074924,9.824752,0.252387,0.240932,0.738956,0.764922,0.645237,0.667159,0.869950,0.892361,0.782326,0.578831,0.059435,36.907607,0.000106,0.005005,6.171374,0.004322,0.004334,0.000482,0.002367,9229195.708893,0.000000
-9086915.446389,1478537.130131,67328925.212076,35.864168,-1.254578,0.852424,0.937390,0.996196,0.259927,0.963626,0.022865,0.686156,0.522333,0.033015,0.067154,0.454879,0.470986,0.263851,0.016142,0.522945,0.813231,0.061134,0.411437,0.935847,0.827216,0.197370,0.260128,0.359913,0.045971,0.017973,0.771643,0.987620,0.523825,0.836132,0.343617,0.255104,0.200409,12.706598,19.996219,0.807495,0.222701,0.715566,0.784203,0.633750,0.691040,0.870620,0.921217,0.714804,0.420250,0.387999,44.135832,0.000051,0.000092,2.113439,0.004190,0.004202,0.000499,0.002350,9086915.446389,0.000000
-8040547.249418,1375131.289284,55026358.861771,50.191722,-2.069444,0.821979,0.984418,0.448782,0.031595,0.743355,0.909876,0.963863,0.467473,0.558658,0.667159,0.535596,0.766869,0.523967,0.917739,0.550853,0.627846,0.213857,0.428433,0.990627,0.807538,0.392697,0.846705,0.014551,0.234414,0.015597,0.778910,0.966364,0.659463,0.814696,0.478879,0.246933,0.222677,9.619952,19.650644,0.470322,0.226035,0.818203,0.787356,0.725947,0.700878,0.953662,0.938242,0.873744,0.480068,0.026249,29.808278,0.012231,0.006128,10.805591,0.005063,0.005062,0.001043,0.001806,8040547.249418,0.000000
-5735375.398611,1418788.411439,39300002.087809,38.796887,-0.740849,0.862425,0.745086,0.386999,0.053622,0.106998,0.954039,0.852746,0.608539,0.026333,0.673234,0.717830,0.673296,0.856727,0.894709,0.465677,0.722520,0.875614,0.944627,0.196527,0.392946,0.413030,0.754942,0.445923,0.079844,0.029824,0.284819,0.816482,0.930898,0.838829,0.348308,0.245692,0.434989,9.726460,19.196683,0.295201,0.223187,0.780658,0.718562,0.675848,0.624687,0.923837,0.879600,0.523291,0.563515,0.062868,41.203113,0.034285,0.013210,8.111110,0.004762,0.004770,0.000972,0.001877,5735375.398611,0.000000
-7466432.925750,1492996.956497,69176919.068830,36.807454,-1.583627,0.733273,0.838316,0.988687,0.102712,0.378277,0.829004,0.705517,0.867961,0.032711,0.067709,0.592573,0.468875,0.362781,0.030943,0.448245,0.314235,0.412765,0.861939,0.722448,0.806187,0.044220,0.488164,0.395000,0.048571,0.050683,0.035010,0.903818,0.914462,0.950189,0.449645,0.256213,0.234373,11.637903,18.848154,0.582530,0.222260,0.715513,0.738426,0.624040,0.643433,0.845668,0.869720,0.794771,0.604264,0.059435,43.192546,0.000202,0.005340,7.688335,0.004396,0.004396,0.000339,0.002510,7466432.925750,0.000000
-15744429.497397,1405564.542459,76589044.195501,59.798432,-1.293380,0.863367,0.782132,0.391594,0.053622,0.978255,0.943249,0.264497,0.471447,0.063733,0.667000,0.529245,0.515118,0.361740,0.074321,0.345795,0.627815,0.334024,0.531329,0.071595,0.837588,0.666013,0.853747,0.000450,0.232217,0.343914,0.795781,0.963594,0.652311,0.868410,0.358915,0.242762,0.228539,7.923952,9.711448,0.418058,0.190232,0.697452,0.781400,0.618796,0.688760,0.860216,0.922312,0.725658,0.478224,0.323959,20.201568,0.000867,0.008461,5.955950,0.004466,0.004482,0.000842,0.002007,15744429.497397,0.000000
-9765127.320605,1536159.337812,64540288.212352,36.858043,-1.014245,0.733273,0.838316,0.988687,0.102712,0.022306,0.883934,0.705517,0.565263,0.032711,0.035337,0.592573,0.472337,0.364624,0.074094,0.448245,0.314235,0.412765,0.861939,0.991910,0.806486,0.044220,0.751329,0.395000,0.048571,0.050683,0.035010,0.903820,0.940562,0.950189,0.346774,0.245282,0.481500,10.260338,18.608019,0.638602,0.218239,0.701210,0.719965,0.612099,0.628428,0.834852,0.867619,0.637324,0.603800,0.014758,43.141957,0.000629,0.004807,7.923105,0.004460,0.004433,0.000331,0.002518,9765127.320605,0.000000
-8754373.448231,1426625.633141,56978517.961157,43.066027,-1.277586,0.611162,0.743957,0.400315,0.053622,0.018293,0.879242,0.702162,0.546221,0.010948,0.068656,0.538922,0.671678,0.162638,0.069763,0.173391,0.717467,0.338152,0.949142,0.065124,0.818612,0.420396,0.754942,0.320928,0.049011,0.337681,0.284819,0.984801,0.932803,0.842354,0.347833,0.244821,0.438395,9.128170,9.868919,0.369101,0.238958,0.739832,0.741212,0.652463,0.653912,0.888468,0.891646,0.721291,0.564184,0.057027,36.933973,0.000284,0.005945,4.693387,0.004144,0.004169,0.000196,0.002653,8754373.448231,0.000000
-10974702.933698,1465459.661355,68526655.237775,47.438282,-1.564978,0.606199,0.825887,0.326105,0.053394,0.369386,0.829004,0.705517,0.467826,0.064053,0.067709,0.588786,0.468836,0.169373,0.012157,0.871506,0.301976,0.413110,0.837824,0.721685,0.813860,0.044220,0.660486,0.421839,0.048571,0.543828,0.030365,0.903818,0.914462,0.950189,0.449660,0.255854,0.228626,10.453476,3.739357,0.119898,0.228690,0.703615,0.752223,0.614239,0.654983,0.833320,0.881033,0.790907,0.604264,0.059404,32.561718,0.000124,0.005881,1.732165,0.003393,0.003449,0.000126,0.002723,10974702.933698,0.000000
-15885561.617376,1387325.614073,76784899.851199,60.169870,-1.277580,0.863367,0.782132,0.391594,0.053622,0.978255,0.943249,0.264499,0.466544,0.063733,0.667000,0.422837,0.515118,0.361628,0.074321,0.345582,0.626982,0.334024,0.531329,0.098123,0.837588,0.665408,0.853747,0.000450,0.236275,0.344055,0.269315,0.963594,0.652311,0.868410,0.358915,0.247782,0.217314,7.757352,9.708391,0.380135,0.168628,0.676835,0.781659,0.573270,0.679275,0.817753,0.921083,0.721289,0.478224,0.323959,19.830130,0.000867,0.008442,5.825766,0.004235,0.004251,0.000725,0.002124,15885561.617376,0.000000
