#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-5282703.275849,1403285.679920,62130677.346813,37.988601,-1.126704,0.694931,0.715964,0.792395,0.017032,0.900919,0.550531,0.317060,0.062661,0.762569,0.868278,0.623193,0.201688,0.284187,0.242815,0.476789,0.738761,0.088531,0.480005,0.972582,0.097443,0.573109,0.234903,0.749231,0.076163,0.011276,0.443688,0.775609,0.991106,0.879624,0.424628,0.301108,0.466814,12.481487,20.182453,0.537649,0.263518,0.730359,0.813848,0.637768,0.707028,0.902098,0.950580,0.675900,0.556852,0.014489,42.011399,0.000319,0.000395,2.653012,0.004344,0.004342,0.000730,0.002119,5282703.275849,0.000000
-13086937.104066,1631077.713184,69316107.664502,51.272071,-1.127667,0.972995,0.962157,0.871934,0.669588,0.933219,0.549482,0.584345,0.490019,0.559945,0.819900,0.673434,0.496760,0.987138,0.095608,0.097637,0.552456,0.727288,0.955524,0.467567,0.452291,0.727362,0.062045,0.638817,0.214117,0.113022,0.786695,0.853475,0.914620,0.549338,0.385322,0.179779,0.374935,13.433750,17.414855,0.308305,0.156049,0.725221,0.802264,0.632492,0.696649,0.890769,0.939188,0.676212,0.454308,0.067833,28.727929,0.000128,0.000833,8.291247,0.004644,0.004647,0.000864,0.001985,13086937.104066,0.000000
-7819575.324216,1426505.580814,54390404.949650,40.014623,-0.702758,0.948798,0.744154,0.369765,0.634913,0.027325,0.514646,0.458525,0.305203,0.203823,0.290467,0.665439,0.803679,0.705475,0.091581,0.377987,0.956778,0.170627,0.838432,0.321733,0.141109,0.305876,0.665731,0.942268,0.085283,0.065304,0.818074,0.774676,0.909947,0.536682,0.446728,0.193388,0.390421,9.598902,18.200397,0.132790,0.245969,0.772931,0.832950,0.676917,0.726722,0.930762,0.960757,0.716162,0.450845,0.010497,39.985377,0.000130,0.007953,0.702758,0.003821,0.003821,0.000573,0.002276,7819575.324216,0.000000
-11953888.446249,1410685.089387,70188194.192565,49.114851,-0.496956,0.989677,0.971707,0.457997,0.670686,0.748729,0.548907,0.802311,0.492361,0.164991,0.815450,0.524320,0.355610,0.279479,0.838371,0.091100,0.503136,0.973535,0.518312,0.301162,0.012001,0.593671,0.937198,0.299178,0.214277,0.030248,0.428024,0.776628,0.444541,0.843137,0.386003,0.182325,0.390918,8.187682,19.138825,0.176259,0.124998,0.634223,0.771778,0.492605,0.614329,0.748673,0.891861,0.391620,0.459833,0.151340,30.885149,0.002392,0.000576,7.879615,0.004062,0.004098,0.000496,0.002353,11953888.446249,0.000000
-11969600.607776,1582119.758683,66568099.361402,51.272330,-1.393447,0.972995,0.962157,0.759432,0.060209,0.395372,0.549429,0.565373,0.490019,0.559945,0.819957,0.676878,0.496760,0.987138,0.095608,0.487552,0.587415,0.727288,0.955524,0.467567,0.443444,0.727362,0.063045,0.638817,0.214117,0.113022,0.786695,0.869570,0.913314,0.549338,0.417595,0.415457,0.282602,13.791770,17.378981,0.504173,0.217490,0.744391,0.811286,0.650319,0.705943,0.908413,0.947508,0.751782,0.454753,0.116119,28.727670,0.001218,0.010724,8.345926,0.004900,0.004902,0.001049,0.001801,11969600.607776,0.000000
-11815621.004268,1609711.215809,79661670.172982,38.910015,-0.193832,0.939759,0.744399,0.791410,0.574854,0.008267,0.647648,0.578159,0.309174,0.564066,0.307005,0.665250,0.354507,0.256075,0.233336,0.799444,0.963111,0.650961,0.626653,0.323145,0.466053,0.131534,0.665731,0.914636,0.022415,0.251947,0.779350,0.781596,0.797805,0.535488,0.294731,0.302924,0.293643,10.861602,12.601762,0.350240,0.191799,0.564387,0.730337,0.481200,0.619568,0.709252,0.876844,0.176203,0.490262,0.309993,41.089985,0.000731,0.009281,4.667457,0.003651,0.003683,0.000392,0.002457,11815621.004268,0.000000
-12084788.838340,1811472.362074,77173570.820333,40.513810,-1.586861,0.967204,0.961771,0.964655,0.633224,0.371037,0.502371,0.466691,0.553111,0.634552,0.134753,0.690866,0.516011,0.216334,0.827834,0.757447,0.536075,0.156145,0.915974,0.657274,0.490458,0.145687,0.559490,0.627915,0.028691,0.304477,0.169444,0.872536,0.970959,0.533931,0.447303,0.443368,0.273428,12.190454,11.157353,0.300678,0.225603,0.725278,0.818991,0.632988,0.678389,0.899202,0.940677,0.795433,0.429523,0.051061,39.486190,0.000264,0.001376,7.444355,0.004187,0.004193,0.000524,0.002325,12084788.838340,0.000000
-20424320.182514,1550157.145060,101533249.747161,69.746321,-1.095282,0.680023,0.760210,0.741028,0.038314,0.405066,0.511535,0.285224,0.326334,0.212717,0.143880,0.656077,0.372738,0.264315,0.103567,0.795023,0.582354,0.653459,0.985966,0.327490,0.455980,0.147326,0.776439,0.913230,0.313853,0.421172,0.780451,0.779627,0.916346,0.499672,0.417525,0.459218,0.391062,9.804416,7.519454,0.105761,0.181333,0.609087,0.811416,0.530772,0.698298,0.803420,0.948805,0.665555,0.433924,0.005159,10.253679,0.001616,0.021817,2.705814,0.003914,0.003937,0.000231,0.002618,20424320.182514,0.000000
-11986254.724532,1520400.532010,81708777.320447,45.666628,-1.390516,0.705094,0.755742,0.783103,0.063627,0.414270,0.552328,0.753474,0.078285,0.562513,0.854755,0.966429,0.353800,0.275735,0.229437,0.490120,0.553427,0.729706,0.623777,0.521447,0.446202,0.145007,0.037354,0.914500,0.086866,0.309081,0.559084,0.870195,0.917077,0.499672,0.416819,0.173009,0.372316,14.428079,11.398745,0.369008,0.210108,0.691088,0.788911,0.610886,0.692057,0.797922,0.923032,0.751053,0.433681,0.049500,34.333372,0.001512,0.016631,4.252642,0.004424,0.004442,0.000577,0.002272,11986254.724532,0.000000
-12230982.650172,1629438.740983,67286953.601137,49.108779,-1.134032,0.972995,0.966311,0.786962,0.670483,0.923631,0.549482,0.584345,0.484651,0.559945,0.820580,0.673434,0.496760,0.987138,0.095608,0.097637,0.584711,0.945679,0.955524,0.467567,0.099570,0.716922,0.062045,0.638817,0.214117,0.038287,0.786695,0.853475,0.979085,0.549338,0.386252,0.416706,0.279545,13.434012,19.653326,0.407726,0.203981,0.723739,0.803829,0.628265,0.694931,0.889871,0.941023,0.678267,0.432892,0.167972,30.891221,0.000128,0.000849,8.572479,0.004814,0.004813,0.000944,0.001905,12230982.650172,0.000000
