#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-12024284.115999,1810437.807795,69563013.702119,41.604977,-1.316290,0.788474,0.975638,0.837591,0.063599,0.777050,0.076340,0.949060,0.568004,0.265631,0.129394,0.928685,0.586036,0.791455,0.798167,0.123994,0.714989,0.682008,0.644357,0.254274,0.291899,0.113165,0.597698,0.396830,0.007841,0.453634,0.013298,0.848682,0.751401,0.687979,0.416187,0.425143,0.222810,12.514902,6.587230,0.365531,0.193675,0.727304,0.736992,0.631012,0.639319,0.897122,0.903551,0.731872,0.560151,0.045767,38.395023,0.008256,0.001852,4.113867,0.004212,0.004170,0.000112,0.002737,12024284.115999,0.000000
-11473698.153456,1594137.551213,67111621.480235,42.796866,-1.406453,0.745186,0.990396,0.869840,0.070792,0.787040,0.735777,0.666757,0.567925,0.613334,0.815676,0.590641,0.357441,0.338378,0.173376,0.388898,0.780871,0.600503,0.986433,0.297569,0.058775,0.114852,0.201144,0.393241,0.076905,0.220327,0.644141,0.864418,0.953030,0.682529,0.422284,0.264285,0.212518,13.847599,13.978897,0.628556,0.220838,0.743935,0.775241,0.651798,0.677982,0.908809,0.928138,0.754989,0.493739,0.102789,37.203134,0.002256,0.013504,10.354492,0.004524,0.004532,0.000644,0.002205,11473698.153456,0.000000
-11226404.066643,1685119.588485,65656336.027004,42.796963,-1.376570,0.956547,0.976258,0.860976,0.071584,0.785663,0.696760,0.666757,0.567925,0.613334,0.140621,0.590641,0.388963,0.907396,0.814216,0.388898,0.780871,0.600503,0.985735,0.330653,0.746789,0.114852,0.201618,0.393241,0.076905,0.220327,0.644141,0.864418,0.954465,0.478088,0.417577,0.298636,0.212518,13.786979,13.990277,0.442435,0.212889,0.747370,0.772667,0.628552,0.635931,0.899093,0.905807,0.747557,0.412970,0.113828,37.203037,0.003714,0.009047,9.862290,0.004539,0.004541,0.000733,0.002116,11226404.066643,0.000000
-11853308.909633,1831955.920075,69548283.899852,41.604977,-1.312424,0.788474,0.975638,0.837591,0.063599,0.777050,0.076340,0.949060,0.576508,0.266054,0.116451,0.925092,0.586036,0.803015,0.798033,0.123994,0.725161,0.682008,0.645734,0.254274,0.750211,0.406843,0.597698,0.396798,0.007841,0.453634,0.774854,0.848682,0.750861,0.687979,0.415584,0.425143,0.222810,12.203576,6.590095,0.364253,0.205934,0.724180,0.728143,0.626575,0.630152,0.894858,0.897406,0.730833,0.559930,0.045527,38.395023,0.007860,0.001907,4.130892,0.004215,0.004172,0.000118,0.002731,11853308.909633,0.000000
-11126913.325987,1675895.064289,66886184.743018,42.796946,-0.742867,0.786127,0.980755,0.860976,0.071584,0.785663,0.571970,0.666757,0.567662,0.613334,0.127043,0.590104,0.721068,0.795510,0.814216,0.389275,0.780871,0.653865,0.985735,0.330653,0.757949,0.132241,0.201538,0.393241,0.076905,0.220327,0.644141,0.677300,0.954465,0.478088,0.417577,0.298636,0.212518,14.044100,13.991027,0.437202,0.192544,0.705361,0.752494,0.601967,0.637282,0.886200,0.906985,0.524252,0.412970,0.029003,37.203054,0.004750,0.012140,7.342927,0.004458,0.004455,0.000450,0.002399,11126913.325987,0.000000
-8311181.550517,1569508.639311,58123104.135249,33.494314,-0.722252,0.787907,0.882445,0.836123,0.370907,0.788219,0.806725,0.654058,0.567318,0.266072,0.831390,0.497844,0.439326,0.783016,0.733364,0.178405,0.787395,0.287654,0.146391,0.301530,0.307489,0.111729,0.971449,0.373265,0.017208,0.001844,0.111048,0.676026,0.934680,0.988488,0.415057,0.417024,0.221964,9.165940,19.891192,0.593763,0.259679,0.719737,0.742698,0.615608,0.634896,0.896009,0.911063,0.514343,0.621291,0.033966,46.505686,0.005062,0.001430,9.193659,0.004371,0.004374,0.000764,0.002085,8311181.550517,0.000000
-15580585.189857,1734572.719383,74734875.498496,46.748128,-1.612321,0.904063,0.975180,0.707161,0.190019,0.482068,0.784047,0.677036,0.342239,0.392654,0.325699,0.779389,0.238518,0.847180,0.544688,0.899388,0.467778,0.758618,0.992621,0.052967,0.745036,0.246067,0.845616,0.260774,0.081636,0.369080,0.704552,0.930191,0.961888,0.363941,0.421419,0.489056,0.072200,10.630149,8.951919,0.309433,0.250731,0.590316,0.610696,0.366904,0.381928,0.416722,0.493208,0.800576,0.365922,0.005207,33.251872,0.000887,0.002644,12.222800,0.004206,0.004189,0.000643,0.002206,15580585.189857,0.000000
-15265291.309281,1503616.782187,71552148.850334,60.354827,-1.213013,0.828490,0.976421,0.612371,0.513089,0.794829,0.976755,0.500090,0.488769,0.319400,0.953875,0.755373,0.586838,0.257361,0.826047,0.634277,0.992797,0.321816,0.842810,0.353548,0.842159,0.467124,0.668830,0.112317,0.308699,0.153890,0.764052,0.852394,0.748700,0.294776,0.398491,0.164883,0.102998,10.475074,15.694491,0.219940,0.136698,0.611762,0.621400,0.388338,0.394522,0.535410,0.580904,0.702700,0.406123,0.155270,19.645173,0.001877,0.010575,13.346338,0.004698,0.004714,0.000859,0.001990,15265291.309281,0.000000
-7158394.473680,1535539.699865,46600147.297701,37.205490,-1.424046,0.742317,0.621443,0.351084,0.555137,0.677498,0.939272,0.669318,0.410249,0.053653,0.999624,0.917647,0.824141,0.914351,0.963420,0.926280,0.120914,0.519476,0.431249,0.562290,0.692497,0.123350,0.299732,0.394466,0.033401,0.127741,0.694021,0.884282,0.953087,0.849295,0.414929,0.264929,0.441463,12.421279,16.606970,0.055575,0.252890,0.795021,0.786870,0.695776,0.689318,0.938599,0.933847,0.759262,0.559228,0.053457,42.794510,0.011199,0.001355,6.904533,0.004102,0.004110,0.000604,0.002245,7158394.473680,0.000000
-12234306.334140,1835997.700771,69331155.390165,41.599029,-1.367057,0.788474,0.975638,0.867511,0.068960,0.787544,0.076340,0.949060,0.567924,0.265631,0.129394,0.922227,0.586036,0.791455,0.795799,0.127355,0.634914,0.682008,0.644357,0.328520,0.288119,0.114915,0.602354,0.396966,0.007626,0.454333,0.620078,0.864223,0.751401,0.687979,0.416187,0.430981,0.222810,12.517151,6.570799,0.344990,0.205786,0.729397,0.736501,0.632279,0.638452,0.898200,0.902856,0.745144,0.554078,0.033142,38.400971,0.007950,0.001490,3.776822,0.004140,0.004096,0.000047,0.002802,12234306.334140,0.000000
